endTimeMillis	responseTime	latency	sentBytes	receivedBytes	isSuccessful	responseCode
1552469134.196	12048	76	69	6951	isSuccessful	200
1552469134.379	15458	75	69	6951	isSuccessful	200
1552469134.416	219	135	113	11059	isSuccessful	200
1552469134.431	11944	76	69	6951	isSuccessful	200
1552469134.602	19114	345	69	6951	isSuccessful	200
1552469134.615	198	71	289	9394	isSuccessful	200
1552469134.708	326	135	109	11027	isSuccessful	200
1552469134.758	326	137	112	11051	isSuccessful	200
1552469134.847	137	74	290	9398	isSuccessful	200
1552469134.958	200	72	287	9396	isSuccessful	200
1552469135.636	1034	136	107	11011	isSuccessful	200
1552469135.839	201	72	293	9396	isSuccessful	200
1552469136.288	18181	73	69	6951	isSuccessful	200
1552469136.617	326	135	107	11011	isSuccessful	200
1552469136.800	14200	73	69	6951	isSuccessful	200
1552469137.104	14310	76	69	6951	isSuccessful	200
1552469137.127	14577	75	69	6951	isSuccessful	200
1552469137.132	329	140	110	11035	isSuccessful	200
1552469137.366	260	134	113	11059	isSuccessful	200
1552469137.683	1066	72	275	9396	isSuccessful	200
1552469137.716	588	134	110	11035	isSuccessful	200
1552469137.744	12197	138	69	6951	isSuccessful	200
1552469137.899	16892	75	69	6951	isSuccessful	200
1552469137.971	604	72	290	9398	isSuccessful	200
1552469137.996	280	73	297	9396	isSuccessful	200
1552469138.069	325	135	112	11051	isSuccessful	200
1552469138.205	135	72	295	9398	isSuccessful	200
1552469138.867	965	135	107	11011	isSuccessful	200
1552469138.985	20102	72	69	6951	isSuccessful	200
1552469139.080	6696	267	69	6951	isSuccessful	200
1552469139.171	303	73	282	9398	isSuccessful	200
1552469139.353	16209	74	69	6951	isSuccessful	200
1552469139.476	2343	266	294	9396	isSuccessful	200
1552469139.680	326	134	108	11019	isSuccessful	200
1552469139.796	807	137	106	11003	isSuccessful	200
1552469139.934	138	72	292	9396	isSuccessful	200
1552469140.115	1034	133	114	11067	isSuccessful	200
1552469140.655	540	73	287	9394	isSuccessful	200
1552469140.819	1139	136	299	9398	isSuccessful	200
1552469141.693	11907	74	69	6951	isSuccessful	200
1552469141.834	137	134	113	11059	isSuccessful	200
1552469141.991	156	75	306	9394	isSuccessful	200
1552469143.259	15140	74	69	6951	isSuccessful	200
1552469143.428	13073	71	69	6951	isSuccessful	200
1552469143.859	596	136	112	11051	isSuccessful	200
1552469143.937	13271	71	69	6951	isSuccessful	200
1552469144.387	449	197	101	10963	isSuccessful	200
1552469144.467	606	73	288	9396	isSuccessful	200
1552469144.522	135	72	278	9398	isSuccessful	200
1552469144.626	1197	134	113	11059	isSuccessful	200
1552469144.887	259	71	285	9396	isSuccessful	200
1552469144.896	10047	73	69	6951	isSuccessful	200
1552469145.158	260	135	107	11011	isSuccessful	200
1552469145.297	138	74	291	9394	isSuccessful	200
1552469145.408	14434	72	69	6951	isSuccessful	200
1552469145.834	16063	75	69	6951	isSuccessful	200
1552469146.324	489	133	109	11027	isSuccessful	200
1552469146.516	1107	136	103	10979	isSuccessful	200
1552469146.525	199	73	296	9396	isSuccessful	200
1552469146.925	16914	72	69	6951	isSuccessful	200
1552469146.948	13770	72	69	6951	isSuccessful	200
1552469147.079	136	133	111	11043	isSuccessful	200
1552469147.153	74	72	293	9394	isSuccessful	200
1552469147.271	322	133	111	11043	isSuccessful	200
1552469147.408	136	72	303	9398	isSuccessful	200
1552469147.499	8021	135	69	6951	isSuccessful	200
1552469147.833	330	140	112	11051	isSuccessful	200
1552469147.923	12084	73	69	6951	isSuccessful	200
1552469147.975	15231	135	69	6951	isSuccessful	200
1552469148.094	261	72	285	9394	isSuccessful	200
1552469148.307	330	137	111	11043	isSuccessful	200
1552469148.445	137	73	304	9394	isSuccessful	200
1552469148.714	16534	71	69	6951	isSuccessful	200
1552469148.932	22752	73	69	6951	isSuccessful	200
1552469149.067	135	133	112	11051	isSuccessful	200
1552469149.141	74	71	302	9396	isSuccessful	200
1552469149.457	735	134	105	10995	isSuccessful	200
1552469149.502	14887	72	69	6951	isSuccessful	200
1552469149.724	264	73	274	9394	isSuccessful	200
1552469149.836	331	136	108	11019	isSuccessful	200
1552469150.575	739	73	286	9396	isSuccessful	200
1552469150.579	2655	198	112	11051	isSuccessful	200
1552469150.590	12594	74	69	6951	isSuccessful	200
1552469150.903	324	137	287	9396	isSuccessful	200
1552469151.249	657	134	112	11051	isSuccessful	200
1552469151.672	420	72	283	9396	isSuccessful	200
1552469152.591	20188	71	69	6951	isSuccessful	200
1552469152.860	264	136	107	11011	isSuccessful	200
1552469152.995	135	72	289	9398	isSuccessful	200
1552469153.201	14030	74	69	6951	isSuccessful	200
1552469153.427	225	137	112	11051	isSuccessful	200
1552469153.603	12947	71	69	6951	isSuccessful	200
1552469153.626	198	72	302	9396	isSuccessful	200
1552469153.722	18763	73	69	6951	isSuccessful	200
1552469153.867	262	135	109	11027	isSuccessful	200
1552469154.049	324	134	111	11043	isSuccessful	200
1552469154.311	261	73	287	9394	isSuccessful	200
1552469154.481	614	71	284	9396	isSuccessful	200
1552469155.276	7868	71	69	6951	isSuccessful	200
1552469155.581	11113	71	69	6951	isSuccessful	200
1552469155.722	136	133	114	11067	isSuccessful	200
1552469155.796	74	72	289	9394	isSuccessful	200
1552469156.434	1154	137	109	11027	isSuccessful	200
1552469156.511	16577	71	69	6951	isSuccessful	200
1552469156.960	449	199	105	10995	isSuccessful	200
1552469156.980	545	72	281	9396	isSuccessful	200
1552469157.180	220	73	283	9396	isSuccessful	200
1552469157.375	9279	72	69	6951	isSuccessful	200
1552469157.516	138	136	115	11075	isSuccessful	200
1552469157.593	75	74	301	9394	isSuccessful	200
1552469157.851	19645	72	69	6951	isSuccessful	200
1552469158.162	20478	71	69	6951	isSuccessful	200
1552469158.235	384	131	112	11051	isSuccessful	200
1552469158.421	259	133	117	11091	isSuccessful	200
1552469158.494	259	71	306	9396	isSuccessful	200
1552469159.026	604	73	308	9394	isSuccessful	200
1552469159.081	21110	264	69	6951	isSuccessful	200
1552469159.524	14635	70	69	6951	isSuccessful	200
1552469159.849	324	135	110	11035	isSuccessful	200
1552469160.113	1029	135	113	11059	isSuccessful	200
1552469160.331	19511	280	69	6951	isSuccessful	200
1552469160.499	18507	468	69	6951	isSuccessful	200
1552469160.528	9624	267	69	6951	isSuccessful	200
1552469160.651	534	72	290	9396	isSuccessful	200
1552469160.664	333	144	108	11020	isSuccessful	200
1552469160.846	15548	71	69	6951	isSuccessful	200
1552469161.029	364	73	285	9396	isSuccessful	200
1552469161.109	9436	72	69	6951	isSuccessful	200
1552469161.410	16887	71	69	6951	isSuccessful	200
1552469161.547	136	133	111	11043	isSuccessful	200
1552469161.555	1027	200	114	11067	isSuccessful	200
1552469161.687	74	72	291	9394	isSuccessful	200
1552469161.747	1246	137	115	11075	isSuccessful	200
1552469161.772	13326	71	69	6951	isSuccessful	200
1552469161.781	673	134	114	11067	isSuccessful	200
1552469161.809	198	73	303	9396	isSuccessful	200
1552469161.845	1995	555	298	9394	isSuccessful	200
1552469161.873	1019	477	112	11051	isSuccessful	200
1552469161.982	199	72	286	9398	isSuccessful	200
1552469162.283	534	77	292	9396	isSuccessful	200
1552469162.577	803	134	109	11027	isSuccessful	200
1552469162.587	711	72	280	9394	isSuccessful	200
1552469162.796	218	73	298	9394	isSuccessful	200
1552469163.647	16494	71	69	6951	isSuccessful	200
1552469163.920	9438	70	69	6951	isSuccessful	200
1552469164.148	17632	72	273	9398	isSuccessful	200
1552469164.205	514	136	110	11035	isSuccessful	200
1552469164.532	611	137	110	11035	isSuccessful	200
1552469164.739	203	76	283	9396	isSuccessful	200
1552469164.857	18331	72	69	6951	isSuccessful	200
1552469165.249	390	200	113	11059	isSuccessful	200
1552469165.385	135	71	289	9394	isSuccessful	200
1552469166.003	1797	73	289	9396	isSuccessful	200
1552469166.419	16694	71	69	6951	isSuccessful	200
1552469166.871	450	135	109	11027	isSuccessful	200
1552469167.170	18029	73	69	6951	isSuccessful	200
1552469167.392	220	135	112	11051	isSuccessful	200
1552469167.916	6886	72	69	6951	isSuccessful	200
1552469168.275	326	134	107	11011	isSuccessful	200
1552469168.281	12484	71	69	6951	isSuccessful	200
1552469168.518	11538	73	69	6951	isSuccessful	200
1552469168.658	136	134	110	11035	isSuccessful	200
1552469168.786	1911	136	290	9398	isSuccessful	200
1552469168.820	544	72	293	9396	isSuccessful	200
1552469168.920	261	73	294	9396	isSuccessful	200
1552469169.427	10398	71	69	6951	isSuccessful	200
1552469169.490	1207	134	107	11011	isSuccessful	200
1552469169.715	2321	2065	287	9397	isSuccessful	200
1552469169.753	262	72	275	9396	isSuccessful	200
1552469170.093	12499	71	69	6951	isSuccessful	200
1552469170.606	511	136	110	11035	isSuccessful	200
1552469170.931	1502	136	113	11059	isSuccessful	200
1552469170.996	388	73	297	9396	isSuccessful	200
1552469171.046	16733	265	69	6951	isSuccessful	200
1552469171.131	199	72	290	9398	isSuccessful	200
1552469171.339	12844	72	69	6951	isSuccessful	200
1552469171.957	617	133	107	11011	isSuccessful	200
1552469172.224	265	73	282	9398	isSuccessful	200
1552469172.754	1702	198	112	11051	isSuccessful	200
1552469172.956	200	73	295	9398	isSuccessful	200
1552469173.589	11292	76	69	6951	isSuccessful	200
1552469174.386	793	136	106	11003	isSuccessful	200
1552469174.694	21698	71	69	6951	isSuccessful	200
1552469174.814	427	71	292	9396	isSuccessful	200
1552469175.188	24613	72	69	6951	isSuccessful	200
1552469175.601	10859	72	69	6951	isSuccessful	200
1552469175.653	12857	267	69	6951	isSuccessful	200
1552469175.975	321	134	112	11051	isSuccessful	200
1552469176.824	10820	136	69	6951	isSuccessful	200
1552469176.961	11576	74	69	6951	isSuccessful	200
1552469177.006	1030	427	288	9396	isSuccessful	200
1552469177.027	16375	72	69	6951	isSuccessful	200
1552469177.098	136	134	101	10963	isSuccessful	200
1552469177.147	12999	134	69	6951	isSuccessful	200
1552469177.733	8812	71	69	6951	isSuccessful	200
1552469177.874	140	137	109	11027	isSuccessful	200
1552469177.910	24283	73	69	6951	isSuccessful	200
1552469177.917	9096	72	69	6951	isSuccessful	200
1552469178.052	135	133	111	11043	isSuccessful	200
1552469178.125	72	70	303	9398	isSuccessful	200
1552469178.420	545	72	296	9396	isSuccessful	200
1552469178.859	16271	74	69	6951	isSuccessful	200
1552469178.994	17307	72	69	6951	isSuccessful	200
1552469179.282	2184	72	278	9398	isSuccessful	200
1552469179.498	22317	71	69	6951	isSuccessful	200
1552469179.597	9881	136	69	6951	isSuccessful	200
1552469179.644	10857	134	69	6951	isSuccessful	200
1552469179.855	8723	72	69	6951	isSuccessful	200
1552469180.041	9044	72	69	6951	isSuccessful	200
1552469180.286	18304	72	69	6951	isSuccessful	200
1552469181.075	11321	70	69	6951	isSuccessful	200
1552469181.092	19245	133	69	6951	isSuccessful	200
1552469181.636	9412	74	69	6951	isSuccessful	200
1552469181.685	8728	72	69	6951	isSuccessful	200
1552469181.812	20002	71	69	6951	isSuccessful	200
1552469181.923	7109	73	69	6951	isSuccessful	200
1552469181.992	3867	72	69	6951	isSuccessful	200
1552469182.618	3335	136	69	6951	isSuccessful	200
1552469182.679	4256	72	69	6951	isSuccessful	200
1552469182.679	5672	71	69	6951	isSuccessful	200
